,author,date,likes,views
3117,Mary Robinson,May 2015,46K,1.5M
3118,Conor Heffernan,September 2015,134K,4.4M
3119,Frances Larson,June 2015,38K,1.2M
3120,Sakena Yacoobi,May 2015,48K,1.6M
3121,Scott Dinsmore,October 2012,218K,7.2M
3122,Megan Campisi and Pen-Pen Chen,September 2015,169K,5.6M
3123,Mandy Len Catron,August 2015,127K,4.2M
3124,Michael Kimmel,May 2015,76K,2.5M
3125,Wajdi Mohamed Ratemi,September 2015,74K,2.4M
3126,Mia Birdsong,May 2015,59K,1.9M
3127,David Rothkopf,March 2015,39K,1.3M
3128,Billie Jean King,May 2015,32K,1M
3129,BJ Miller,March 2015,442K,14M
3130,Barry Schwartz,March 2014,108K,3.6M
3131,Douglas Beal,June 2015,1K,33K
3132,Vikram Bhalla,June 2015,1.6K,53K
3133,Shalini Unnikrishnan,June 2015,385,12K
3134,Sarah Willersdorf,June 2015,1.4K,47K
3135,Philip Krinks,June 2015,1K,36K
3136,Patty McCord,June 2015,3.3K,111K
3137,Mathieu Lamiaux,June 2015,326,10K
3138,Markus Lorenz,June 2015,6.4K,216K
3139,Luc de Brabandere,June 2015,1.5K,50K
3140,Joachim Horn,June 2015,417,13K
3141,Emma Bridgewater,June 2015,172,5.7K
3142,Diana Dosik,June 2015,3.9K,131K
3143,Alan Eustace,March 2015,51K,1.7M
3144,Jim Simons,March 2015,109K,3.6M
3145,Jamie Bartlett,June 2015,171K,5.7M
3146,Alex Gendler,September 2015,590K,19M
3147,Elizabeth Nyamayaro,May 2015,44K,1.4M
3148,Wendy Freedman,October 2014,44K,1.4M
3149,Yves Morieux,July 2015,67K,2.2M
3150,Robin Murphy,May 2015,35K,1.1M
3151,Sarthak Sinha,August 2015,93K,3.1M
3152,Seth Berkley,March 2015,34K,1.1M
3153,Jim Al-Khalili,June 2015,75K,2.5M
3154,Dustin Yellin,October 2014,70K,2.3M
3155,Christopher Soghoian,March 2015,71K,2.3M
3156,Tony Wyss-Coray,June 2015,55K,1.8M
3157,Manuel Lima,March 2015,60K,2M
3158,Alix Generous,June 2015,61K,2M
3159,Patience Mthunzi,March 2015,38K,1.2M
3160,Matt Kenyon,March 2015,26K,875K
3161,Amy Adkins,August 2015,89K,2.9M
3162,Rich Benjamin,May 2015,84K,2.8M
3163,Benedetta Berti,March 2015,67K,2.2M
3164,Murat Dalkilinç,July 2015,295K,9.8M
3165,Yuval Noah Harari,June 2015,245K,8.1M
3166,eL Seed,March 2015,49K,1.6M
3167,John Green,November 2012,149K,4.9M
3168,Alaa Murabit,May 2015,150K,5M
3169,Jon Ronson,June 2015,130K,4.3M
3170,Marlene Zuk,May 2015,47K,1.5M
3171,Claire Bowern,July 2015,139K,4.6M
3172,Salvatore Iaconesi,June 2013,35K,1.1M
3173,Alec Soth and Stacey Baker,March 2015,72K,2.4M
3174,Aspen Baker,May 2015,57K,1.9M
3175,Emma Bryce,July 2015,105K,3.5M
3176,Noy Thrupkaew,March 2015,63K,2.1M
3177,Ash Beckham,September 2014,50K,1.6M
3178,Johann Hari,June 2015,567K,18M
3179,Memory Banda,May 2015,42K,1.4M
3180,Rajiv Maheswaran,March 2015,85K,2.8M
3181,Gayle Tzemach Lemmon,May 2015,36K,1.2M
3182,Latif Nasser,March 2015,53K,1.7M
3183,Jimmy Carter,May 2015,52K,1.7M
3184,Dame Ellen MacArthur,March 2015,64K,2.1M
3185,Chris Urmson,March 2015,80K,2.6M
3186,Maryn McKenna,March 2015,58K,1.9M
3187,Mia Nacamulli,June 2015,415K,13M
3188,Chip Kidd,May 2015,62K,2M
3189,Roxane Gay,May 2015,59K,1.9M
3190,Joey Alexander,March 2015,78K,2.6M
3191,LaToya Ruby Frazier,March 2015,40K,1.3M
3192,Steve Silberman,March 2015,55K,1.8M
3193,Alex Gendler,June 2015,406K,13M
3194,Margaret Heffernan,May 2015,116K,3.8M
3195,Erez Garty,June 2015,100K,3.3M
3196,Rana el Kaliouby,May 2015,51K,1.7M
3197,Lee Mokobe,May 2015,49K,1.6M
3198,Donald Hoffman,March 2015,118K,3.9M
3199,Sarah Jones,March 2015,53K,1.7M
3200,Suki Kim,March 2015,170K,5.6M
3201,Linda Cliatt-Wayman,May 2015,70K,2.3M
3202,Trevor Aaronson,March 2015,40K,1.3M
3203,Tony Fadell,March 2015,104K,3.4M
3204,Laura Schulz,March 2015,60K,2M
3205,Bill Gross,March 2015,289K,9.6M
3206,Jimmy Nelson,October 2014,50K,1.6M
3207,Sara Seager,March 2015,46K,1.5M
3208,Yassmin Abdel-Magied,December 2014,76K,2.5M
3209,Jeffrey Brown,March 2015,35K,1.1M
3210,Chris Burkard,March 2015,66K,2.2M
3211,Esther Perel,March 2015,575K,19M
3212,Steven Wise,March 2015,34K,1.1M
3213,Dr. Natascha M. Santos,May 2015,257K,8.5M
3214,Cosmin Mihaiu,March 2015,46K,1.5M
3215,Jessica Smith,May 2015,205K,6.8M
3216,Martine Rothblatt,March 2015,46K,1.5M
3217,The Lady Lifers,November 2014,43K,1.4M
3218,Roman Mars,March 2015,203K,6.7M
3219,Elora Hardy,March 2015,175K,5.8M
3220,Alex Gendler,May 2015,174K,5.8M
3221,Anand Varma,March 2015,83K,2.7M
3222,Dawn Landes,March 2015,40K,1.3M
3223,Nassim Assefi and Brian A. Levine,May 2015,76K,2.5M
3224,Tal Danino,March 2015,41K,1.3M
3225,Bill T. Jones,March 2015,43K,1.4M
3226,Eleanor Nelsen,May 2015,143K,4.7M
3227,Abe Davis,March 2015,45K,1.5M
3228,Prateek Singh,May 2015,26K,891K
3229,Pamela Ronald,March 2015,60K,2M
3230,Alice Goffman,March 2015,64K,2.1M
3231,Sophie Scott,March 2015,131K,4.3M
3232,Greg Gage,March 2015,387K,12M
3233,Ralitsa Petrova,April 2015,24K,800K
3234,Nick Bostrom,March 2015,153K,5.1M
3235,Nizar Ibrahim,November 2014,32K,1M
3236,Eleanor Nelsen,April 2015,134K,4.4M
3237,Clint Smith,March 2015,119K,3.9M
3238,Chris Milk,March 2015,50K,1.6M
3239,Emma Bryce,April 2015,146K,4.8M
3240,Jedidah Isler,March 2015,48K,1.6M
3241,Gary Haugen,March 2015,58K,1.9M
3242,Nathalie Cabrol,March 2015,39K,1.3M
3243,Paul Tudor Jones II,March 2015,62K,2M
3244,Takaharu Tezuka,September 2014,168K,5.6M
3245,Kailash Satyarthi,March 2015,43K,1.4M
3246,Barat Ali Batoor,April 2014,31K,1M
3247,Fred Jansen,March 2015,41K,1.3M
3248,Dan Ariely,March 2015,61K,2M
3249,Eduardo Sáenz de Cabezón,October 2014,60K,2M
3250,Bel Pesce,October 2014,170K,5.6M
3251,Bill Gates,March 2015,1.3M,43M
3252,Boniface Mwangi,October 2014,45K,1.5M
3253,Kevin Rudd,March 2015,120K,4M
3254,Mel Rosenberg,March 2015,76K,2.5M
3255,Daniel Kish,March 2015,47K,1.5M
3256,Alison Killing,October 2014,40K,1.3M
3257,Dame Stephanie Shirley,March 2015,67K,2.2M
3258,Theaster Gates,March 2015,39K,1.3M
3259,Dave Isay,March 2015,77K,2.5M
3260,Anand Giridharadas,March 2015,55K,1.8M
3261,Fei-Fei Li,March 2015,87K,2.9M
3262,Monica Lewinsky,March 2015,617K,20M
3263,Gil Weinberg,March 2015,14K,483K
3264,Joseph DeSimone,March 2015,125K,4.1M
3265,David Eagleman,March 2015,99K,3.3M
3266,Robyn Stein DeLuca,November 2014,47K,1.5M
3267,Janet Iwasa,March 2015,83K,2.7M
3268,Vincent Cochetel,December 2014,36K,1.2M
3269,Armand D'Angour,March 2015,117K,3.9M
3270,Linda Hill,September 2014,80K,2.6M
3271,Shimpei Takahashi,May 2013,59K,1.9M
3272,Ismael Nazario,November 2014,47K,1.5M
3273,Marc Kushner,March 2014,120K,4M
3274,Sangu Delle,October 2014,37K,1.2M
3275,Ilona Szabó de Carvalho,October 2014,36K,1.2M
3276,Murat Dalkilinç,March 2015,234K,7.8M
3277,Andy Yen,October 2014,56K,1.8M
3278,Harry Baker,February 2014,51K,1.7M
3279,Topher White,September 2014,43K,1.4M
3280,Emma Bryce,March 2015,32K,1M
3281,Jon Gosier,October 2014,25K,861K
3282,Helder Guimarães,March 2014,67K,2.2M
3283,Ben Wellington,November 2014,32K,1M
3284,Romina Libster,November 2014,23K,799K
3285,Khalida Brohi,October 2014,37K,1.2M
3286,Rob Knight,February 2014,65K,2.1M
3287,James A. White Sr.,November 2014,41K,1.3M
3288,Angelo Vermeulen,October 2014,35K,1.1M
3289,Laura Boushnak,October 2014,29K,993K
3290,Nadine Burke Harris,September 2014,282K,9.4M
3291,Guy Winch,November 2014,371K,12M
3292,Hannah Fry,April 2014,166K,5.5M
3293,Kenneth Shinozuka,November 2014,56K,1.8M
3294,Katerina Kaouri,February 2015,132K,4.4M
3295,Ricardo Semler,October 2014,110K,3.6M
3296,Jaap de Roode,November 2014,35K,1.1M
3297,Brian Dettmer,November 2014,39K,1.3M
3298,Tom Wujec,June 2013,109K,3.6M
3299,Ben Ambridge,November 2014,96K,3.2M
3300,Daniel M. Abrams,February 2015,274K,9.1M
3301,Bruce Aylward,December 2014,36K,1.2M
3302,Alexandra Horowitz,February 2015,64K,2.1M
3303,Zeynep Tufekci,October 2014,41K,1.3M
3304,Bassam Tariq,October 2014,44K,1.4M
3305,Wilton L. Virgo,January 2015,25K,851K
3306,Khadija Gbla,October 2014,40K,1.3M
3307,Severine Autesserre,October 2014,24K,804K
3308,Miguel Nicolelis,October 2014,43K,1.4M
3309,Morgana Bailey,November 2014,99K,3.3M
3310,Joe Madiath,October 2014,31K,1M
3311,Sarah Bergbreiter,November 2014,51K,1.7M
3312,Matthieu Ricard,October 2014,70K,2.3M
3313,Cristina Domenech,October 2014,24K,813K
3314,Robert Muggah,October 2014,30K,1M
3315,Robert Swan,October 2014,32K,1M
3316,Navi Radjou,October 2014,59K,1.9M
3317,Tasso Azevedo,October 2014,29K,978K
3318,Joshua Harvey,January 2015,39K,1.3M
3319,Fredy Peccerelli,November 2014,25K,852K
3320,Aziz Abu Sarah,March 2014,47K,1.5M
3321,Larry Lagerstrom,January 2015,74K,2.4M
3322,Daniele Quercia,November 2014,82K,2.7M
3323,Shai Marcu,January 2015,166K,5.5M
3324,Asha de Vos,October 2014,45K,1.5M
3325,Alex Gendler,December 2014,12K,422K
3326,Michael Rubinstein,November 2014,63K,2.1M
3327,Anthony Hazard,December 2014,285K,9.5M
3328,Stefan Gross-Selbeck,October 2014,2.9K,97K
3329,Sarah Cairns-Smith,October 2014,232,7.7K
3330,Rochelle King,October 2014,2.8K,96K
3331,Peter Kirn,October 2014,250,8.3K
3332,Patrick Forth,October 2014,1.2K,41K
3333,Mikael Fogelstrom,October 2014,3.6K,120K
3334,Erin McKean,November 2014,63K,2.1M
3335,Martin Reeves,October 2014,10K,360K
3336,Kristi Rogers,October 2014,1.6K,53K
3337,Karin Nilsdotter,October 2014,345,11K
3338,Karalee Close,October 2014,849,28K
3339,Julia Kloiber,October 2014,167,5.5K
3340,Jay Cousins,October 2014,219,7.3K
3341,Dario Gil,October 2014,1K,33K
3342,Carey Kolaja,October 2014,361,12K
3343,Antonella Mei-Pochtler,October 2014,561,18K
3344,Anil Raj,October 2014,305,10K
3345,Alison Sander,October 2014,1.2K,41K
3346,Alexander Tuerpitz,October 2014,279,9.3K
3347,Mundano,October 2014,32K,1M
3348,Bruno Torturra,October 2014,40K,1.3M
3349,Carol Dweck,November 2014,402K,13M
3350,Jeremy Howard,December 2014,79K,2.6M
3351,Vernā Myers,November 2014,132K,4.4M
3352,Dave Troy,October 2014,41K,1.3M
3353,Randall Hayes,December 2014,133K,4.4M
3354,Catherine Crump,October 2014,60K,2M
3355,Thomas Hellum,August 2014,72K,2.4M
3356,Anastasia Taylor-Lind,October 2014,22K,745K
3357,Jose Miguel Sokoloff,October 2014,25K,853K
3358,Aakash Odedra,October 2014,28K,943K
3359,Barbara Natterson-Horowitz,September 2014,53K,1.7M
3360,Rainer Strack,October 2014,60K,2M
3361,Ben Saunders,March 2014,35K,1.1M
3362,Michael Mauser,December 2014,642K,21M
3363,Oren Yakobovich,October 2014,35K,1.1M
3364,Pico Iyer,August 2014,102K,3.4M
3365,Emily Balcetis,November 2014,122K,4M
3366,Mark Plotkin,October 2014,50K,1.6M
3367,Rosie King,September 2014,88K,2.9M
3368,Joe Landolina,October 2014,56K,1.8M
3369,Nancy Frates,October 2014,32K,1M
3370,Yusuf Nurbhai,November 2014,702,23K
3371,Todd Gershkowitz,November 2014,187,6.2K
3372,Timothy Graf,November 2014,434,14K
3373,Thea Knight,November 2014,746,24K
3374,Paul O'Connell,November 2014,283,9.4K
3375,Patrice Thompson,November 2014,2K,67K
3376,Cynthia Ma Shwe Sin Win,November 2014,1.3K,46K
3377,John O'Leary,November 2014,2.4K,82K
3378,John Bolton,November 2014,2.5K,84K
3379,Harry Baker,November 2014,5.5K,185K
3380,Christina Balch,November 2014,606,20K
3381,Ashwini Mrinal Bhagat,November 2014,6.1K,206K
3382,Alexander McLean,November 2014,222,7.4K
3383,Abbey Williams,November 2014,209,6.9K
3384,Will Marshall,March 2014,59K,1.9M
3385,David Grady,October 2013,79K,2.6M
3386,Vincent Moon and Naná Vasconcelos,October 2014,33K,1.1M
3387,Alex Gendler,November 2014,242K,8M
3388,Leana Wen,September 2014,66K,2.2M
3389,Ethan Nadelmann,October 2014,68K,2.2M
3390,Michael Green,October 2014,39K,1.3M
3391,Sarthak Sinha,November 2014,158K,5.2M
3392,Ramanan Laxminarayan,September 2014,33K,1.1M
3393,Haas&Hahn,October 2014,58K,1.9M
3394,Alejandro Aravena,October 2014,66K,2.2M
3395,Kare Anderson,September 2014,78K,2.6M
3396,Eric Liu,November 2014,91K,3M
3397,Alessandra Orofino,October 2014,27K,917K
3398,Jeremy Heimans,June 2014,46K,1.5M
3399,Natalya St. Clair,October 2014,266K,8.8M
3400,Debra Jarvis,September 2014,34K,1.1M
3401,Frans Lanting,March 2014,47K,1.5M
3402,Sergei Lupashin,July 2014,38K,1.2M
3403,Jeff Dekofsky,October 2014,65K,2.1M
3404,Kimberley Motley,October 2014,35K,1.1M
3405,Marc Abrahams,September 2014,47K,1.5M
3406,Fabien Cousteau,October 2014,39K,1.3M
3407,Joy Sun,July 2014,40K,1.3M
3408,Fred Swaniker,October 2014,43K,1.4M
3409,John Varney,October 2014,65K,2.1M
3410,Susan Etlinger,September 2014,42K,1.4M
3411,Kitra Cahana,September 2014,35K,1.1M
3412,Melissa Fleming,October 2014,42K,1.4M
3413,Jorge Soto,October 2014,40K,1.3M
3414,Chad Orzel,October 2014,200K,6.6M
3415,Myriam Sidibe,September 2014,40K,1.3M
3416,Alex Gendler,October 2014,126K,4.2M
3417,Jeff Iliff,September 2014,164K,5.4M
3418,Glenn Greenwald,October 2014,79K,2.6M
3419,Dilip Ratha,October 2014,44K,1.4M
3420,Pia Mancini,October 2014,40K,1.3M
3421,Thomas Piketty,June 2014,51K,1.7M
3422,Daria van den Bercken,June 2014,31K,1M
3423,Courtney Stephens,October 2014,43K,1.4M
3424,Nancy Kanwisher,March 2014,40K,1.3M
3425,Gail Reed,September 2014,25K,860K
3426,Susan Colantuono,November 2013,128K,4.2M
3427,Francis de los Reyes,August 2013,24K,823K
3428,Moshe Safdie,March 2014,55K,1.8M
3429,Matthew O'Reilly,July 2014,65K,2.1M
3430,Eman Mohammed,March 2014,45K,1.5M
3431,Kenneth Cukier,June 2014,56K,1.8M
3432,Lord Nicholas Stern,September 2014,26K,877K
3433,Antonio Donato Nobre,November 2010,36K,1.2M
3434,Avi Reichental,March 2014,80K,2.6M
3435,Viviana Alvarez,September 2014,888,29K
3436,Richard Neville,September 2014,591,19K
3437,Rania Bahaa,September 2014,222,7.4K
3438,Mike Brady and Dion Drew,September 2014,2K,68K
3439,Mark Jackson,September 2014,1.2K,43K
3440,Keith Weed,September 2014,426,14K
3441,John Kluge Jr.,September 2014,107,3.5K
3442,Jack Sinclair,September 2014,360,12K
3443,Einav Gefen,September 2014,222,7.4K
3444,Anu Sridharan,September 2014,289,9.6K
3445,Andrew Winston,September 2014,608,20K
3446,Mac Barnett,June 2014,61K,2M
3447,Chad Orzel,September 2014,132K,4.4M
3448,Andrew Connolly,March 2014,38K,1.2M
3449,Rishi Manchanda,August 2014,63K,2.1M
3450,Uldus Bakhtiozina,March 2014,47K,1.5M
3451,Hans and Ola Rosling,June 2014,184K,6.1M
3452,Dan Barasch,July 2014,29K,972K
3453,Zak Ebrahim,March 2014,195K,6.5M
3454,Colin Grant,October 2012,28K,950K
3455,Shubhendu Sharma,March 2014,41K,1.3M
3456,Isabel Allende,March 2014,115K,3.8M
3457,Elizabeth Hellmuth Margulis,September 2014,42K,1.4M
3458,Jim Holt,March 2014,273K,9.1M
3459,Jill Shargaa,July 2014,49K,1.6M
3460,Sally Kohn,July 2014,47K,1.5M
3461,Meera Vijayann,June 2014,32K,1M
3462,Sam Kean,August 2014,124K,4.1M
3463,Rose Goslinga,June 2014,22K,748K
3464,Martin Rees,March 2014,39K,1.3M
3465,Ziyah Gafić,March 2014,31K,1M
3466,Josh Samani,August 2014,59K,1.9M
3467,Laurel Braitman,July 2014,52K,1.7M
3468,Jarrett J. Krosoczka,July 2014,46K,1.5M
3469,Aziza Chaouni,March 2014,23K,767K
3470,Tim Berners-Lee,March 2014,36K,1.2M
3471,Clint Smith,July 2014,182K,6M
3472,James Zucker,August 2014,74K,2.4M
3473,Eric Liu,September 2013,68K,2.2M
3474,Dan Pacholke,March 2014,28K,946K
3475,Nathan S. Jacobs,August 2014,35K,1.1M
3476,Nick Hanauer,August 2014,80K,2.6M
3477,Talithia Williams,February 2014,56K,1.8M
3478,Megan Washington,April 2014,62K,2M
3479,Janet Iwasa,March 2014,28K,952K
3480,Hubertus Knabe,June 2014,37K,1.2M
3481,Margaret Gould Stewart,March 2014,54K,1.8M
3482,Shai Reshef,March 2014,192K,6.4M
3483,Anita Collins,July 2014,369K,12M
3484,Douglas J. Casa,July 2014,46K,1.5M
3485,Ze Frank,March 2014,157K,5.2M
3486,Lieven Scheire,July 2014,16K,534K
3487,Heather Barnett,June 2014,39K,1.3M
3488,Shih Chieh Huang,March 2014,25K,865K
3489,Nikolai Begg,November 2013,41K,1.3M
3490,David Chalmers,March 2014,98K,3.2M
3491,David Kwong,March 2014,52K,1.7M
3492,Claudia Aguirre,July 2014,188K,6.2M
3493,Karima Bennoune,March 2014,45K,1.5M
3494,Renata Salecl,June 2013,49K,1.6M
3495,Deborah Gordon,July 2014,56K,1.8M
3496,Nicholas Negroponte,March 2014,63K,2.1M
3497,Joi Ito,March 2014,70K,2.3M
3498,George Takei,June 2014,104K,3.4M
3499,Paul Bloom,January 2014,40K,1.3M
3500,Simon Anholt,June 2014,220K,7.3M
3501,Kenneth C. Davis,July 2014,86K,2.8M
3502,Sara Lewis,March 2014,31K,1M
3503,Chris Domas,October 2013,34K,1.1M
3504,Julian Treasure,June 2013,1.4M,49M
3505,Ge Wang,May 2014,37K,1.2M
3506,Naomi Oreskes,May 2014,45K,1.5M
3507,Lorrie Faith Cranor,March 2014,48K,1.6M
3508,Doug Levinson,June 2014,97K,3.2M
3509,Shaka Senghor,March 2014,51K,1.7M
3510,Billy Collins,March 2014,55K,1.8M
3511,Alexandros Charalambides,June 2014,19K,650K
3512,Jamila Lyiscott,February 2014,154K,5.1M
3513,Ruth Chang,May 2014,269K,8.9M
3514,Anne Curzan,March 2014,61K,2M
3515,Kwame Anthony Appiah,May 2014,57K,1.9M
3516,A.J. Jacobs,March 2014,39K,1.3M
3517,Uri Alon,June 2013,35K,1.1M
3518,Will Potter,March 2014,34K,1.1M
3519,Keren Elazari,March 2014,82K,2.7M
3520,Stella Young,April 2014,117K,3.9M
3521,Yoruba Richen,March 2014,24K,824K
3522,Robert Full,March 2014,39K,1.3M
3523,Stephen Burt,June 2013,43K,1.4M
3524,Dan Gilbert,March 2014,208K,6.9M
3525,Karen D. Davis,June 2014,75K,2.5M
3526,Ray Kurzweil,March 2014,112K,3.7M
3527,Sting,March 2014,80K,2.6M
3528,Stephen Friend,March 2014,31K,1M
3529,Kitra Cahana,March 2014,48K,1.6M
3530,Jon Mooallem,March 2014,35K,1.1M
3531,Sebastian Junger,January 2014,125K,4.1M
3532,Wes Moore,January 2014,60K,2M
3533,Chris Kluwe,March 2014,40K,1.3M
3534,Andrew Solomon,March 2014,222K,7.4M
3535,Edmond Hui,May 2014,104K,3.4M
3536,Jackie Savitz,October 2013,39K,1.3M
3537,Simon Sinek,March 2014,490K,16M
3538,Rives,March 2014,63K,2.1M
3539,Tristram Wyatt,September 2013,44K,1.4M
3540,Kevin Briggs,March 2014,201K,6.7M
3541,Colm Kelleher,May 2014,20K,667K
3542,Deborah Gordon,March 2014,45K,1.5M
3543,William Black,September 2013,48K,1.6M
3544,Mark Ronson,March 2014,146K,4.8M
3545,Dawn Maslar,May 2014,190K,6.3M
3546,Randall Munroe,March 2014,119K,3.9M
3547,Stanley McChrystal,March 2014,32K,1M
3548,Marco Tempest,March 2014,102K,3.4M
3549,Mellody Hobson,March 2014,138K,4.6M
3550,Sarah Jones,March 2014,51K,1.7M
3551,Andrew Pontzen and Tom Whyntie,May 2014,25K,859K
3552,Gavin Schmidt,March 2014,40K,1.3M
3553,Andrew Bastawrous,March 2014,37K,1.2M
3554,Alex Rosenthal and George Zaidan,April 2014,20K,697K
3555,David Epstein,March 2014,279K,9.3M
3556,David Schwartz,April 2014,15K,502K
3557,Wendy Chung,March 2014,128K,4.2M
3558,Elizabeth Gilbert,March 2014,169K,5.6M
3559,Alex Gendler,April 2014,228K,7.6M
3560,James Patten,August 2013,33K,1.1M
3561,Hamish Jolly,October 2013,83K,2.7M
3562,Michel Laberge,March 2014,40K,1.3M
3563,Sarah Lewis,March 2014,88K,2.9M
3564,Matthew Carter,March 2014,37K,1.2M
3565,Jeremy Kasdin,March 2014,43K,1.4M
3566,Norman Spack,November 2013,42K,1.4M
3567,Jennifer Senior,March 2014,77K,2.5M
3568,Matt Anticole,April 2015,152K,5M
3569,David Brooks,March 2014,87K,2.9M
3570,Gabby Giffords and Mark Kelly,March 2014,34K,1.1M
3571,David Sengeh,March 2014,26K,883K
3572,Louie Schwartzberg,March 2014,284K,9.4M
3573,George Zaidan,April 2014,89K,2.9M
3574,Christopher Emdin,October 2013,78K,2.6M
3575,Amanda Burden,March 2014,45K,1.5M
3576,Lawrence Lessig,March 2014,34K,1.1M
3577,Jennifer Golbeck,October 2013,75K,2.5M
3578,Bill and Melinda Gates,March 2014,151K,5M
3579,Allan Adams,March 2014,57K,1.9M
3580,TED staff,April 2014,24K,812K
3581,Robert Lustig,March 2014,38K,1.2M
3582,Geena Rocero,March 2014,108K,3.6M
3583,Hugh Herr,March 2014,489K,16M
3584,Yannay Khaikin,March 2014,46K,1.5M
3585,Del Harvey,March 2014,31K,1M
3586,Ed Yong,March 2014,57K,1.9M
3587,Bran Ferren,March 2014,33K,1.1M
3588,Ziauddin Yousafzai,March 2014,83K,2.7M
3589,Larry Page,March 2014,81K,2.7M
3590,Richard Ledgett,March 2014,38K,1.2M
3591,John C. Moore and Eric Berlow,March 2014,19K,666K
3592,Charmian Gooch,March 2014,29K,998K
3593,Chris Hadfield,March 2014,341K,11M
3594,Edward Snowden,March 2014,171K,5.7M
3595,Emma Bryce,March 2014,26K,881K
3596,Dan Reisel,February 2013,29K,975K
3597,Steven Pinker and Rebecca Newberger Goldstein,February 2012,34K,1.1M
3598,Carin Bondar,June 2013,79K,2.6M
3599,Toby Shapshak,July 2013,46K,1.5M
3600,Anne-Marie Slaughter,June 2013,67K,2.2M
3601,Rose Eveleth,March 2014,125K,4.1M
3602,Ajit Narayanan,February 2013,43K,1.4M
3603,Manu Prakash,June 2012,69K,2.3M
3604,Gabe Barcia-Colombo,August 2013,25K,841K
3605,Christopher Soghoian,August 2013,27K,925K
3606,Philip Evans,November 2013,53K,1.7M
3607,Mary Lou Jepsen,March 2013,31K,1M
3608,Annette Heuser,June 2013,37K,1.2M
3609,Henry Lin,November 2013,42K,1.4M
3610,Alex Gendler,February 2014,196K,6.5M
3611,Michael Metcalfe,November 2013,24K,806K
3612,Dennis Wildfogel,February 2014,15K,517K
3613,Catherine Bracy,September 2013,27K,916K
3614,Siddharthan Chandran,July 2013,46K,1.5M
3615,Ash Beckham,September 2013,86K,2.8M
3616,Christopher Ryan,February 2013,69K,2.3M
3617,Roselinde Torres,October 2013,180K,6M
3618,Asaf Bar-Yosef,February 2014,59K,1.9M
3619,Molly Stevens,June 2013,39K,1.3M
3620,Yann Dall'Aglio,October 2012,136K,4.5M
3621,Rupal Patel,December 2013,29K,989K
3622,Chris McKnett,November 2013,35K,1.1M
3623,Leyla Acaroglu,February 2013,43K,1.4M
3624,David Puttnam,June 2013,29K,967K
3625,Aparna Rao,August 2013,34K,1.1M
3626,Alex Wissner-Gross,November 2013,64K,2.1M
3627,Teddy Cruz,June 2013,22K,739K
3628,Dan Berkenstock,October 2013,27K,904K
3629,Esta Soler,December 2013,39K,1.3M
3630,Maya Penn,December 2013,52K,1.7M
3631,Richard E. Cytowic,January 2014,118K,3.9M
3632,Nicolas Perony,October 2013,31K,1M
3633,McKenna Pope,November 2013,32K,1M
3634,Anne Milgram,October 2013,34K,1.1M
3635,Tucker Hiatt,January 2014,55K,1.8M
3636,Anant Agarwal,June 2013,47K,1.5M
3637,Joe Kowan,November 2013,83K,2.7M
3638,Yves Morieux,October 2013,118K,3.9M
3639,Vishal Sikka,October 2013,293,9.7K
3640,Michael Silverstein,October 2013,832,27K
3641,Leslie Perlow,October 2013,592,19K
3642,Joe Davis,October 2013,142,4.7K
3643,James Curleigh,October 2013,988,32K
3644,Del Harvey,October 2013,253,8.4K
3645,Alan Iny,October 2013,1.8K,61K
